Wavelength,QLS-L表壤模拟物
1702,0.107978836
1703,0.10798911
1704,0.107965887
1705,0.107953377
1706,0.107972696
1707,0.107982635
1708,0.107996181
1709,0.108019672
1710,0.107995763
1711,0.107970349
1712,0.107963696
1713,0.107950129
1714,0.107958898
1715,0.10795626
1716,0.107938662
1717,0.107917689
1718,0.107871123
1719,0.107842833
1720,0.107853979
1721,0.107857652
1722,0.107868209
1723,0.107875414
1724,0.107867636
1725,0.107857391
1726,0.107826397
1727,0.107794873
1728,0.107767753
1729,0.107757643
1730,0.107761562
1731,0.107753582
1732,0.107725188
1733,0.107682705
1734,0.107672662
1735,0.107659787
1736,0.107686371
1737,0.107668392
1738,0.10760089
1739,0.107568115
1740,0.107507139
1741,0.107487455
1742,0.107543103
1743,0.107538074
1744,0.107512675
1745,0.107505694
1746,0.107470632
1747,0.107454516
1748,0.107480474
1749,0.107467383
1750,0.107404761
1751,0.107398748
1752,0.107417829
1753,0.107424259
1754,0.107484803
1755,0.107481651
1756,0.107399754
1757,0.107379004
1758,0.107383721
1759,0.107373409
1760,0.107391782
1761,0.107365839
1762,0.107273176
1763,0.107233301
1764,0.107214637
1765,0.107268944
1766,0.10730169
1767,0.107310213
1768,0.107274018
1769,0.107200563
1770,0.107124269
1771,0.10706903
1772,0.107074231
1773,0.107112981
1774,0.107139386
1775,0.107144788
1776,0.107115529
1777,0.107060075
1778,0.107001446
1779,0.106983423
1780,0.106999926
1781,0.106988654
1782,0.10700798
1783,0.107043967
1784,0.107009858
1785,0.106953837
1786,0.106923252
1787,0.106912598
1788,0.106889412
1789,0.106886931
1790,0.106912956
1791,0.106907703
1792,0.106890477
1793,0.106915638
1794,0.106928699
1795,0.106904015
1796,0.106934041
1797,0.106947146
1798,0.106890567
1799,0.106833503
1800,0.106784165
1801,0.106936805
1802,0.106923074
1803,0.106883675
1804,0.106852598
1805,0.106793277
1806,0.106771804
1807,0.106761575
1808,0.106753923
1809,0.10679388
1810,0.106789149
1811,0.106773376
1812,0.106742486
1813,0.106723107
1814,0.106680244
1815,0.106662437
1816,0.106664069
1817,0.10666097
1818,0.106663488
1819,0.106669396
1820,0.106672108
1821,0.106658727
1822,0.106633693
1823,0.10656894
1824,0.106553361
1825,0.106571488
1826,0.106556877
1827,0.106539376
1828,0.106534325
1829,0.106501862
1830,0.106475197
1831,0.106471069
1832,0.106487148
1833,0.106490299
1834,0.106495
1835,0.106501825
1836,0.106534682
1837,0.106537871
1838,0.106528677
1839,0.106511407
1840,0.106478684
1841,0.10643176
1842,0.106402963
1843,0.106367975
1844,0.106355414
1845,0.10635595
1846,0.106373653
1847,0.106402405
1848,0.106446572
1849,0.106511474
1850,0.10655994
1851,0.106555827
1852,0.106581405
1853,0.106593028
1854,0.106552243
1855,0.106555842
1856,0.10660027
1857,0.106626287
1858,0.106638044
1859,0.106644839
1860,0.10662812
1861,0.106612548
1862,0.106623322
1863,0.106651738
1864,0.106665395
1865,0.106675394
1866,0.106683157
1867,0.106684819
1868,0.106687918
1869,0.106680341
1870,0.106675833
1871,0.106629096
1872,0.106600896
1873,0.106573977
1874,0.106535144
1875,0.106512301
1876,0.106518142
1877,0.106473006
1878,0.106466793
1879,0.106500939
1880,0.106464393
1881,0.10643997
1882,0.106378131
1883,0.106278025
1884,0.106252633
1885,0.106282018
1886,0.106287569
1887,0.106323294
1888,0.106376566
1889,0.106362678
1890,0.106337704
1891,0.106322058
1892,0.106317781
1893,0.106327362
1894,0.106338933
1895,0.106334619
1896,0.10632851
1897,0.106278867
1898,0.106248289
1899,0.106230825
1900,0.106201194
1901,0.106206
1902,0.106188431
1903,0.106182985
1904,0.106199697
1905,0.106171064
1906,0.106163807
1907,0.106170334
1908,0.106169768
1909,0.106148519
1910,0.106167391
1911,0.106170796
1912,0.106128171
1913,0.106110781
1914,0.106114134
1915,0.106107496
1916,0.106137387
1917,0.106155597
1918,0.106175892
1919,0.106187195
1920,0.106215745
1921,0.106215149
1922,0.106192812
1923,0.106192119
1924,0.106184207
1925,0.106170587
1926,0.106195226
1927,0.106222868
1928,0.106236696
1929,0.106249481
1930,0.106272534
1931,0.10628628
1932,0.10624744
1933,0.106205799
1934,0.106187508
1935,0.106166802
1936,0.106192484
1937,0.106251486
1938,0.10626328
1939,0.106257215
1940,0.106271029
1941,0.106297463
1942,0.106273785
1943,0.106250487
1944,0.106239922
1945,0.106179282
1946,0.1061389
1947,0.10611584
1948,0.106095798
1949,0.106081672
1950,0.106038868
1951,0.106042333
1952,0.106072389
1953,0.106119335
1954,0.10616944
1955,0.106242828
1956,0.106258325
1957,0.106254876
1958,0.106249489
1959,0.106206998
1960,0.106206208
1961,0.106212765
