Wavelength,QLS-L表壤模拟物
1962,0.106214546
1963,0.106239572
1964,0.106258169
1965,0.106270984
1966,0.106243387
1967,0.106264748
1968,0.106261872
1969,0.106244572
1970,0.106255926
1971,0.1062591
1972,0.106256165
1973,0.106258206
1974,0.106262833
1975,0.106269583
1976,0.106289119
1977,0.106286071
1978,0.106261469
1979,0.106261767
1980,0.106231518
1981,0.106214054
1982,0.106225796
1983,0.106256522
1984,0.106316723
1985,0.106352255
1986,0.106373817
1987,0.10637483
1988,0.106400363
1989,0.106422372
1990,0.106439136
1991,0.106486939
1992,0.106503434
1993,0.106468298
1994,0.106464073
1995,0.106446303
1996,0.106454223
1997,0.106467463
1998,0.106514312
1999,0.106527761
2000,0.106522337
2001,0.106532514
2002,0.106537126
2003,0.106570378
2004,0.106600016
2005,0.10664352
2006,0.106650382
2007,0.106640682
2008,0.106667712
2009,0.10665267
2010,0.106648251
2011,0.10664513
2012,0.106655777
2013,0.106653467
2014,0.106683828
2015,0.106762253
2016,0.106815733
2017,0.106857203
2018,0.106898986
2019,0.106903523
2020,0.106889687
2021,0.106864169
2022,0.106860459
2023,0.106884874
2024,0.106955782
2025,0.106986664
2026,0.107025824
2027,0.107049584
2028,0.107067257
2029,0.107044898
2030,0.107046604
2031,0.107072376
2032,0.107097685
2033,0.107149683
2034,0.107192002
2035,0.107221901
2036,0.107218489
2037,0.107149094
2038,0.107121669
2039,0.107084088
2040,0.107076816
2041,0.10708905
2042,0.107103258
2043,0.107155181
2044,0.107188582
2045,0.10720288
2046,0.107263178
2047,0.107327022
2048,0.107382551
2049,0.107395329
2050,0.107392095
2051,0.107372612
2052,0.107257895
2053,0.107235111
2054,0.107273869
2055,0.107304893
2056,0.107367106
2057,0.107430562
2058,0.107467607
2059,0.107466683
2060,0.107470751
2061,0.107500799
2062,0.107525945
2063,0.107509062
2064,0.107525297
2065,0.107550673
2066,0.107553177
2067,0.107556559
2068,0.107577153
2069,0.107571803
2070,0.107590102
2071,0.107631095
2072,0.107674271
2073,0.107735515
2074,0.107762277
2075,0.107780352
2076,0.107808627
2077,0.107791156
2078,0.107781939
2079,0.107780546
2080,0.107774176
2081,0.107777894
2082,0.107803211
2083,0.107808128
2084,0.107775569
2085,0.107788764
2086,0.107834175
2087,0.107877925
2088,0.107903667
2089,0.107930779
2090,0.107887916
2091,0.107833669
2092,0.10783805
2093,0.107893914
2094,0.107931748
2095,0.107992604
2096,0.108034573
2097,0.108078755
2098,0.108096533
2099,0.108102798
2100,0.108099297
2101,0.108065687
2102,0.108034
2103,0.108018287
2104,0.108040787
2105,0.108016036
2106,0.108016312
2107,0.108047381
2108,0.108062848
2109,0.108078301
2110,0.108112052
2111,0.108137503
2112,0.108128607
2113,0.108142734
2114,0.108184665
2115,0.10822618
2116,0.108270273
2117,0.108313672
2118,0.108337902
2119,0.108351894
2120,0.108339876
2121,0.108300939
2122,0.108314149
2123,0.108326674
2124,0.108340584
2125,0.108416058
2126,0.10845083
2127,0.10847792
2128,0.108516857
2129,0.108529903
2130,0.108557455
2131,0.108652435
2132,0.108661786
2133,0.108591251
2134,0.108612694
2135,0.108626336
2136,0.108547308
2137,0.108566493
2138,0.108597159
2139,0.108593673
2140,0.108650185
2141,0.108669162
2142,0.108665243
2143,0.108674601
2144,0.108667888
2145,0.108654276
2146,0.108655803
2147,0.108639993
2148,0.108586557
2149,0.108554222
2150,0.108520098
2151,0.108503379
2152,0.108509898
2153,0.108487114
2154,0.10845416
2155,0.10846249
2156,0.108394168
2157,0.108311146
2158,0.108239815
2159,0.108121075
2160,0.108073741
2161,0.108081669
2162,0.108044118
2163,0.108030073
2164,0.10801369
2165,0.10795854
2166,0.107919589
2167,0.107916981
2168,0.107878037
2169,0.107782975
2170,0.107720025
2171,0.107655242
2172,0.107621707
2173,0.107581027
2174,0.107594982
2175,0.107630722
2176,0.107620515
2177,0.107647963
2178,0.107693918
2179,0.107667752
2180,0.107663095
2181,0.10764996
2182,0.107622445
2183,0.107573837
2184,0.107509501
2185,0.107475966
2186,0.107431792
2187,0.107417814
2188,0.107490599
2189,0.107464649
2190,0.107400745
2191,0.107280418
2192,0.107138097
2193,0.107084282
2194,0.107164137
2195,0.107257649
2196,0.10729681
2197,0.107261159
2198,0.107135035
2199,0.107015826
2200,0.106955186
2201,0.106953375
2202,0.106941424
2203,0.106947929
2204,0.106946409
2205,0.106938332
2206,0.106940769
2207,0.106958359
2208,0.106973954
2209,0.107016712
2210,0.107019104
2211,0.107012168
2212,0.106957011
2213,0.106911577
2214,0.106878176
2215,0.106873117
2216,0.106880531
2217,0.106896043
2218,0.106892779
2219,0.106866486
2220,0.106851727
2221,0.106882907
2222,0.106914848
2223,0.106931016
2224,0.106980488
2225,0.107003212
2226,0.107016623
2227,0.106991887
2228,0.106936432
2229,0.106913693
2230,0.106898136
2231,0.106823742
2232,0.106731653
2233,0.106670789
2234,0.106509358
2235,0.106473729
2236,0.106533557
2237,0.106637292
2238,0.106749669
2239,0.106806234
2240,0.106797256
2241,0.106739044
2242,0.106597148
2243,0.106502809
2244,0.106504463
2245,0.106519409
2246,0.106475584
2247,0.106466502
2248,0.106493227
2249,0.106394112
2250,0.106336154
2251,0.106362589
2252,0.106369562
2253,0.106332347
2254,0.10637033
2255,0.106477089
2256,0.106548838
2257,0.106644712
2258,0.106696151
2259,0.106761225
2260,0.106764734
2261,0.106671177
2262,0.106644996
2263,0.106605239
2264,0.106570624
2265,0.106541365
2266,0.106576078
2267,0.106595084
2268,0.106590778
2269,0.106617518
2270,0.106680632
2271,0.106730856
2272,0.106775835
2273,0.106775142
2274,0.106739074
2275,0.106733099
2276,0.106724195
2277,0.106744736
2278,0.106789872
2279,0.106686532
2280,0.106576987
2281,0.10660287
2282,0.106553115
2283,0.106534064
2284,0.106629699
2285,0.106607482
2286,0.106471702
2287,0.106420338
2288,0.106371477
2289,0.10635484
2290,0.106375016
2291,0.106397599
2292,0.106447667
2293,0.106448226
2294,0.106468834
2295,0.10645052
2296,0.1063594
2297,0.106314875
2298,0.10628631
2299,0.106205776
2300,0.106181987
2301,0.106191009
2302,0.106130794
2303,0.10617739
2304,0.106299743
2305,0.106321082
2306,0.106320992
2307,0.106296822
2308,0.106193602
2309,0.106060781
2310,0.106008165
2311,0.10597457
2312,0.105860174
2313,0.105842017
2314,0.105794832
2315,0.105776861
2316,0.105859399
2317,0.105750218
2318,0.105710231
2319,0.105765514
2320,0.105775721
2321,0.105896458
2322,0.105983555
2323,0.105940245
2324,0.10583777
2325,0.105743758
2326,0.105759069
2327,0.105850078
2328,0.105939344
2329,0.106161915
2330,0.106223874
2331,0.1061766
2332,0.106155477
2333,0.106074862
2334,0.106087036
2335,0.106151856
2336,0.106203586
2337,0.106253304
2338,0.106274784
2339,0.10630396
2340,0.10636799
2341,0.106491171
2342,0.106567211
2343,0.106586985
2344,0.106612459
2345,0.10662695
2346,0.106622882
2347,0.106595963
2348,0.106660664
2349,0.106750317
2350,0.106839202
2351,0.106936596
2352,0.107036151
2353,0.107080713
2354,0.107033148
2355,0.107002161
2356,0.106987707
2357,0.107007489
2358,0.106999092
2359,0.107045926
2360,0.107154839
2361,0.107217617
2362,0.107241541
2363,0.10729634
2364,0.107450873
2365,0.107424401
2366,0.107379511
2367,0.107385822
2368,0.107202232
2369,0.107208088
2370,0.107311875
2371,0.107301101
2372,0.107357644
2373,0.107326351
2374,0.107291482
2375,0.107322916
2376,0.10724739
2377,0.107099585
2378,0.106981002
2379,0.107010685
2380,0.10709928
2381,0.107074827
2382,0.106981479
2383,0.106867075
2384,0.106875606
2385,0.106965229
2386,0.10706991
2387,0.10728699
2388,0.107346147
2389,0.10738422
2390,0.107523575
2391,0.107425079
2392,0.107221015
2393,0.107177272
2394,0.107212856
2395,0.107176922
2396,0.107362881
2397,0.107699245
2398,0.107771836
2399,0.107896164
2400,0.107950658
2401,0.107656106
2402,0.107450217
2403,0.107303716
2404,0.107247204
2405,0.107404329
2406,0.107727394
2407,0.10816706
2408,0.108415388
2409,0.108390205
2410,0.108104803
2411,0.107810259
2412,0.107677326
2413,0.107684001
2414,0.108053602
2415,0.108551778
2416,0.108656444
2417,0.108478561
2418,0.108456433
2419,0.108368322
2420,0.108201757
2421,0.108342484
2422,0.108349569
2423,0.108133502
2424,0.108096518
2425,0.10822425
2426,0.108244203
2427,0.108239576
2428,0.108569816
2429,0.108753085
2430,0.108607002
2431,0.108683743
2432,0.108618014
2433,0.108608276
2434,0.109044462
2435,0.109264217
2436,0.109187081
2437,0.109039634
2438,0.10885103
2439,0.10842324
2440,0.108257048
2441,0.108393528
2442,0.108224325
2443,0.108300574
2444,0.108580671
2445,0.108621135
2446,0.108758986
2447,0.109020203
2448,0.109085359
2449,0.10912703
2450,0.109075122
2451,0.108981818
2452,0.10901361
2453,0.108456403
2454,0.108459346
2455,0.108867325
2456,0.108704686
2457,0.108563326
2458,0.108416162
2459,0.107817702
2460,0.10770721
2461,0.107906796
2462,0.10812398
2463,0.108564831
2464,0.108446881
2465,0.108159661
2466,0.108284928
2467,0.10814473
2468,0.108272292
2469,0.108935155
2470,0.109245569
2471,0.109482557
2472,0.109351352
2473,0.109112047
2474,0.108716413
2475,0.108176574
2476,0.108158886
2477,0.107901514
2478,0.107326798
2479,0.107287221
2480,0.10772875
2481,0.108082235
2482,0.108182013
2483,0.108377121
2484,0.108199045
2485,0.10767296
2486,0.107765242
2487,0.107749678
2488,0.107421532
2489,0.107686266
2490,0.108202018
2491,0.108441547
2492,0.108663186
2493,0.108622715
2494,0.108151473
2495,0.107800871
2496,0.107679993
2497,0.107684478
2498,0.107738771
2499,0.107844971
2500,0.107826382
